flight_id,origin,destination,seats_total,seats_sold,avg_price,revenue,passenger_id,gender,age,country,frequent_flyer,tier,booking_id,passenger_id,flight_id,price,class,status,cancel_id,booking_id,reason,refund,passenger_id,points,flights_count,booking_date,Departure_Time,cancellation_date,season
,,,,,,,6829,M,72,USA,1,Silver,6829,2039,529,514,Economy,Completed,,,,,6829,43294,32,01/12/2025,03:48:00,,Winter
,,,,,,,6830,F,51,France,1,,6830,4819,466,671,Business,Cancelled,,,,,6830,9123,13,15/04/2024,13:44:00,,Spring
,,,,,,,6831,F,73,Israel,0,,6831,5629,3975,148,Economy,Completed,,,,,6831,67574,26,16/01/2025,19:13:00,,Winter
,,,,,,,6832,M,54,USA,0,,6832,945,1207,1234,Economy,Cancelled,,,,,6832,36343,22,14/11/2025,22:55:00,,Autumn
,,,,,,,6833,F,28,USA,0,,6833,3137,2885,296,Business,Completed,,,,,6833,3138,17,29/10/2025,14:48:00,,Autumn
,,,,,,,6834,F,35,UK,0,,6834,2388,1888,1473,Business,Completed,,,,,6834,79582,15,10/06/2024,22:21:00,,Summer
,,,,,,,6835,F,34,Israel,0,,6835,4471,746,1065,Business,Completed,,,,,6835,38189,31,03/10/2024,16:23:00,,Autumn
,,,,,,,6836,F,59,USA,0,,6836,6830,1810,697,Economy,Completed,,,,,6836,80854,21,10/05/2025,13:55:00,,Spring
,,,,,,,6837,M,63,France,0,,6837,4062,2526,1046,Business,Completed,,,,,6837,55191,26,11/06/2024,22:40:00,,Summer
,,,,,,,6838,F,43,USA,0,,6838,3712,1077,733,Business,No-show,,,,,6838,76484,8,17/12/2025,21:36:00,,Winter
,,,,,,,6839,M,59,USA,0,,6839,1536,1253,1015,Business,Completed,,,,,6839,29693,31,09/11/2025,01:56:00,,Autumn
,,,,,,,6840,F,42,France,0,,6840,4043,2141,1500,Business,Completed,,,,,6840,63814,0,15/06/2024,13:37:00,,Summer
,,,,,,,6841,M,59,UK,1,Silver,6841,6650,195,1349,Business,Completed,,,,,6841,92541,1,12/05/2024,06:07:00,,Spring
,,,,,,,6842,F,30,Israel,1,,6842,204,1044,751,Business,Completed,,,,,6842,72170,10,12/04/2024,18:37:00,,Spring
,,,,,,,6843,F,51,USA,1,Silver,6843,809,1952,122,Economy,No-show,,,,,6843,85979,14,02/11/2025,02:47:00,,Autumn
,,,,,,,6844,F,72,USA,1,,6844,2025,1193,245,Economy,Completed,,,,,6844,34526,19,27/06/2024,15:53:00,,Summer
,,,,,,,6845,M,43,France,1,Gold,6845,3703,2775,254,Business,Completed,,,,,6845,21685,9,10/11/2024,22:44:00,,Autumn
,,,,,,,6846,M,30,UK,1,,6846,7157,1866,646,Economy,Completed,,,,,6846,80609,2,08/12/2024,11:00:00,,Winter
,,,,,,,6847,M,25,Israel,0,,6847,2058,337,1271,Economy,Completed,,,,,6847,88540,36,22/04/2025,11:34:00,,Spring
,,,,,,,6848,F,55,Israel,0,,6848,7536,2851,1268,Economy,Completed,,,,,6848,45926,33,03/04/2024,15:24:00,,Spring
,,,,,,,6849,M,63,Israel,0,,6849,2962,474,1419,Business,Completed,,,,,6849,81616,34,11/07/2024,02:31:00,,Summer
,,,,,,,6850,M,43,France,1,,6850,487,3658,643,Economy,Completed,,,,,6850,15569,32,01/12/2025,09:45:00,,Winter
,,,,,,,6851,M,55,USA,0,,6851,4892,2731,1104,Business,Cancelled,,,,,6851,95565,29,31/10/2025,15:12:00,,Autumn
,,,,,,,6852,M,41,USA,0,,6852,5520,3434,155,Business,Cancelled,,,,,6852,97828,33,05/08/2025,04:33:00,,Summer
,,,,,,,6853,M,22,France,0,,6853,3472,1668,1331,Business,Cancelled,,,,,6853,42714,31,27/01/2024,08:15:00,,Winter
,,,,,,,6854,F,36,USA,0,,6854,1424,2105,110,Business,No-show,,,,,6854,15221,12,25/08/2024,01:40:00,,Summer
,,,,,,,6855,M,34,France,1,Silver,6855,1925,2263,1038,Business,No-show,,,,,6855,83935,16,22/05/2025,09:16:00,,Spring
,,,,,,,6856,M,57,UK,0,,6856,3439,1006,126,Business,Completed,,,,,6856,4279,18,02/08/2024,18:25:00,,Summer
,,,,,,,6857,M,71,France,0,,6857,4102,1808,364,Business,Completed,,,,,6857,58863,5,02/11/2025,01:12:00,,Autumn
,,,,,,,6858,F,21,Israel,0,,6858,7803,2668,746,Economy,Completed,,,,,6858,17439,24,30/05/2025,17:17:00,,Spring
,,,,,,,6859,M,54,France,0,,6859,6952,2131,1281,Economy,Cancelled,,,,,6859,17501,15,03/04/2024,02:36:00,,Spring
,,,,,,,6860,F,32,Israel,1,Silver,6860,1970,1362,1477,Business,Completed,,,,,6860,9177,18,01/11/2025,12:14:00,,Autumn
,,,,,,,6861,M,42,Israel,1,Silver,6861,7973,1767,648,Economy,Completed,,,,,6861,30803,35,13/12/2025,02:11:00,,Winter
,,,,,,,6862,M,52,Israel,0,,6862,3278,3496,498,Business,Completed,,,,,6862,94896,8,07/04/2024,22:41:00,,Spring
,,,,,,,6863,F,63,Israel,1,Gold,6863,3033,3557,1250,Economy,Completed,,,,,6863,36219,21,13/02/2025,16:58:00,,Winter
,,,,,,,6864,M,19,Israel,1,,6864,4907,922,322,Economy,Completed,,,,,6864,46804,26,15/08/2024,23:47:00,,Summer
,,,,,,,6865,M,47,Israel,1,Gold,6865,217,1362,1239,Business,Completed,,,,,6865,6162,25,21/10/2024,23:19:00,,Autumn
,,,,,,,6866,M,74,USA,1,,6866,5931,369,557,Economy,Completed,,,,,6866,61914,28,20/06/2024,09:18:00,,Summer
,,,,,,,6867,F,66,USA,1,Platinum,6867,7576,1685,203,Economy,Completed,,,,,6867,52878,39,08/04/2025,01:46:00,,Spring
,,,,,,,6868,M,65,UK,1,Silver,6868,51,821,718,Economy,Completed,,,,,6868,71511,9,13/12/2025,04:24:00,,Winter
,,,,,,,6869,M,41,USA,1,,6869,5176,1010,1144,Business,Completed,,,,,6869,42614,1,04/01/2025,20:28:00,,Winter
,,,,,,,6870,M,69,Israel,0,,6870,2552,980,166,Business,Completed,,,,,6870,32937,31,11/04/2024,18:22:00,,Spring
,,,,,,,6871,M,34,Israel,0,,6871,5700,1715,186,Economy,Completed,,,,,6871,98728,2,11/05/2025,02:34:00,,Spring
,,,,,,,6872,M,57,UK,1,,6872,7998,36,1426,Economy,Completed,,,,,6872,57441,5,31/08/2024,16:27:00,,Summer
,,,,,,,6873,F,54,France,0,,6873,3877,539,1362,Economy,Completed,,,,,6873,12129,40,22/09/2025,16:36:00,,Autumn
,,,,,,,6874,F,73,France,1,Gold,6874,675,2177,276,Business,Completed,,,,,6874,81762,8,02/12/2024,04:06:00,,Winter
,,,,,,,6875,M,23,USA,0,,6875,4767,1898,1049,Economy,Cancelled,,,,,6875,649,0,26/06/2024,08:50:00,,Summer
,,,,,,,6876,M,22,France,1,Gold,6876,4842,339,341,Business,Completed,,,,,6876,45387,8,26/06/2024,14:17:00,,Summer
,,,,,,,6877,F,37,Israel,0,,6877,797,272,1184,Economy,Completed,,,,,6877,15308,30,30/07/2025,08:57:00,,Summer
,,,,,,,6878,M,22,UK,0,,6878,4390,3954,1457,Economy,Cancelled,,,,,6878,84544,39,29/07/2024,12:08:00,,Summer
,,,,,,,6879,M,28,Israel,0,,6879,3887,1728,1015,Economy,Completed,,,,,6879,93715,28,30/07/2025,19:37:00,,Summer
,,,,,,,6880,F,71,Israel,0,,6880,567,2834,1074,Economy,Completed,,,,,6880,91676,36,02/07/2024,02:33:00,,Summer
,,,,,,,6881,F,40,USA,0,,6881,5100,2673,183,Business,Completed,,,,,6881,39352,37,23/08/2024,01:31:00,,Summer
,,,,,,,6882,F,54,France,1,Gold,6882,3353,1462,1070,Economy,Cancelled,,,,,6882,38074,21,16/12/2024,05:37:00,,Winter
,,,,,,,6883,M,73,Israel,0,,6883,5648,3644,807,Business,Cancelled,,,,,6883,50809,35,06/12/2025,19:14:00,,Winter
,,,,,,,6884,F,54,Israel,0,,6884,735,1710,1455,Business,Completed,,,,,6884,21457,33,01/12/2025,07:29:00,,Winter
,,,,,,,6885,M,45,France,0,,6885,5231,2183,1037,Business,Completed,,,,,6885,96912,1,03/07/2024,13:29:00,,Summer
,,,,,,,6886,M,22,UK,0,,6886,5035,506,521,Business,Completed,,,,,6886,65817,38,24/09/2024,13:06:00,,Autumn
,,,,,,,6887,M,58,France,0,,6887,4775,131,209,Economy,Completed,,,,,6887,71884,26,07/06/2024,04:32:00,,Summer
,,,,,,,6888,M,72,UK,1,Gold,6888,2457,113,248,Business,Completed,,,,,6888,62030,2,13/01/2025,09:47:00,,Winter
,,,,,,,6889,M,34,UK,0,,6889,1707,3420,1469,Business,Completed,,,,,6889,33691,0,14/12/2024,02:56:00,,Winter
,,,,,,,6890,M,64,USA,1,,6890,1271,1813,1013,Economy,Completed,,,,,6890,31258,32,26/10/2025,13:50:00,,Autumn
,,,,,,,6891,F,64,France,1,,6891,7768,979,263,Economy,Completed,,,,,6891,36885,21,29/11/2025,10:42:00,,Autumn
,,,,,,,6892,M,32,Israel,0,,6892,4330,452,1460,Business,Completed,,,,,6892,99317,16,14/10/2024,17:52:00,,Autumn
,,,,,,,6893,F,60,UK,1,,6893,2574,2984,1272,Business,Completed,,,,,6893,11210,3,28/12/2024,09:26:00,,Winter
,,,,,,,6894,M,46,Israel,1,,6894,131,3929,295,Economy,Completed,,,,,6894,46899,0,23/10/2025,11:05:00,,Autumn
,,,,,,,6895,F,36,USA,0,,6895,3195,871,1412,Economy,Completed,,,,,6895,36606,25,17/08/2025,22:58:00,,Summer
,,,,,,,6896,F,34,UK,0,,6896,7556,2923,237,Business,Cancelled,,,,,6896,52949,16,05/01/2024,22:11:00,,Winter
,,,,,,,6897,F,38,UK,0,,6897,7207,1609,1218,Business,Completed,,,,,6897,15886,14,22/08/2024,14:27:00,,Summer
,,,,,,,6898,F,50,UK,1,,6898,7373,302,358,Economy,Completed,,,,,6898,12854,18,18/11/2024,17:49:00,,Autumn
,,,,,,,6899,F,25,USA,1,Silver,6899,3532,2778,474,Business,Completed,,,,,6899,8247,32,13/07/2024,05:01:00,,Summer
,,,,,,,6900,M,72,Israel,1,,6900,134,423,1406,Economy,Completed,,,,,6900,85547,40,29/06/2024,14:27:00,,Summer
,,,,,,,6901,M,22,France,1,,6901,1198,455,646,Economy,Completed,,,,,6901,31967,21,20/02/2024,15:11:00,,Winter
,,,,,,,6902,M,33,UK,0,,6902,6564,818,360,Economy,No-show,,,,,6902,24933,21,04/06/2025,06:47:00,,Summer
,,,,,,,6903,F,28,USA,0,,6903,1751,1109,115,Business,Completed,,,,,6903,98987,20,28/07/2024,20:12:00,,Summer
,,,,,,,6904,F,37,Israel,0,,6904,1742,2138,1388,Business,Completed,,,,,6904,50383,35,11/03/2024,13:41:00,,Spring
,,,,,,,6905,F,52,UK,0,,6905,3575,1359,832,Business,Completed,,,,,6905,25433,11,13/07/2024,19:12:00,,Summer
,,,,,,,6906,F,64,UK,0,,6906,4496,2534,1059,Economy,No-show,,,,,6906,55256,24,14/08/2025,09:20:00,,Summer
,,,,,,,6907,F,49,UK,0,,6907,4300,3169,495,Business,No-show,,,,,6907,94125,9,16/09/2025,21:29:00,,Autumn
,,,,,,,6908,F,68,USA,0,,6908,1520,630,958,Economy,Completed,,,,,6908,828,15,24/12/2024,19:01:00,,Winter
,,,,,,,6909,F,53,France,1,,6909,7552,1976,113,Economy,Completed,,,,,6909,65764,25,10/11/2024,07:43:00,,Autumn
,,,,,,,6910,M,58,France,0,,6910,616,681,309,Business,Completed,,,,,6910,92126,37,22/12/2025,02:23:00,,Winter
,,,,,,,6911,M,52,Israel,0,,6911,7828,1749,996,Business,Completed,,,,,6911,32959,21,30/06/2024,07:21:00,,Summer
,,,,,,,6912,M,46,France,1,,6912,7035,3785,770,Economy,Completed,,,,,6912,46194,23,06/07/2024,20:23:00,,Summer
,,,,,,,6913,M,65,France,0,,6913,2397,982,1499,Economy,Cancelled,,,,,6913,39017,18,10/08/2024,19:40:00,,Summer
,,,,,,,6914,F,55,France,0,,6914,391,824,1150,Business,Completed,,,,,6914,53870,17,17/06/2024,08:06:00,,Summer
,,,,,,,6915,M,68,Israel,1,Silver,6915,4580,2359,853,Business,Completed,,,,,6915,2959,24,12/10/2024,14:19:00,,Autumn
,,,,,,,6916,F,39,USA,1,,6916,3430,369,1046,Business,Completed,,,,,6916,27644,1,04/11/2025,19:17:00,,Autumn
,,,,,,,6917,F,61,Israel,0,,6917,2767,1847,565,Economy,Completed,,,,,6917,21438,11,05/05/2025,02:27:00,,Spring
,,,,,,,6918,F,69,USA,0,,6918,7036,3230,715,Economy,Completed,,,,,6918,42699,40,05/11/2024,22:39:00,,Autumn
,,,,,,,6919,F,19,France,0,,6919,5163,1151,1312,Business,Completed,,,,,6919,37035,30,02/12/2025,18:14:00,,Winter
,,,,,,,6920,F,27,USA,0,,6920,74,559,294,Business,Completed,,,,,6920,13576,11,06/03/2024,20:56:00,,Spring
,,,,,,,6921,F,31,France,0,,6921,82,2143,526,Business,Completed,,,,,6921,24560,35,04/07/2024,22:37:00,,Summer
,,,,,,,6922,M,65,UK,0,,6922,1594,3923,1461,Business,Completed,,,,,6922,26519,4,30/03/2025,13:30:00,,Spring
,,,,,,,6923,F,37,UK,1,,6923,6568,918,212,Business,Cancelled,,,,,6923,60358,34,05/05/2025,11:05:00,,Spring
,,,,,,,6924,M,68,Israel,1,,6924,1996,1134,194,Business,Completed,,,,,6924,66373,14,23/02/2024,01:29:00,,Winter
,,,,,,,6925,F,44,France,0,,6925,2092,2713,1094,Economy,Completed,,,,,6925,28899,4,28/10/2024,22:37:00,,Autumn
,,,,,,,6926,M,32,UK,0,,6926,2925,224,1445,Business,Completed,,,,,6926,42410,37,07/06/2025,03:18:00,,Summer
,,,,,,,6927,F,20,France,0,,6927,3927,434,441,Business,Completed,,,,,6927,3947,27,29/06/2025,19:44:00,,Summer
,,,,,,,6928,M,71,France,0,,6928,6533,3470,881,Business,No-show,,,,,6928,40716,1,02/06/2025,08:57:00,,Summer
,,,,,,,6929,M,48,USA,0,,6929,4851,2556,886,Business,Cancelled,,,,,6929,52687,13,23/08/2024,19:04:00,,Summer
,,,,,,,6930,M,45,Israel,1,Silver,6930,6218,3025,806,Business,Completed,,,,,6930,79467,11,18/04/2024,05:00:00,,Spring
,,,,,,,6931,M,41,UK,0,,6931,7365,1517,233,Economy,Completed,,,,,6931,49383,12,25/11/2024,12:03:00,,Autumn
,,,,,,,6932,F,43,USA,1,Silver,6932,7955,270,519,Economy,Completed,,,,,6932,18961,6,23/05/2024,16:02:00,,Spring
,,,,,,,6933,F,39,Israel,0,,6933,7837,421,441,Business,No-show,,,,,6933,51997,26,08/12/2025,01:07:00,,Winter
,,,,,,,6934,M,22,UK,1,,6934,6354,3318,829,Business,Completed,,,,,6934,434,17,20/12/2024,07:38:00,,Winter
,,,,,,,6935,F,48,USA,0,,6935,3274,3168,265,Economy,Completed,,,,,6935,96278,36,21/08/2024,06:37:00,,Summer
,,,,,,,6936,M,73,UK,0,,6936,4935,1328,928,Business,Completed,,,,,6936,36701,22,29/07/2025,10:19:00,,Summer
,,,,,,,6937,M,41,UK,0,,6937,6521,614,1108,Economy,Cancelled,,,,,6937,63934,34,30/12/2024,21:49:00,,Winter
,,,,,,,6938,F,68,UK,0,,6938,1636,2988,625,Economy,Completed,,,,,6938,56659,5,18/08/2024,19:23:00,,Summer
,,,,,,,6939,M,53,UK,0,,6939,6059,1027,563,Economy,Completed,,,,,6939,34100,13,19/08/2025,12:09:00,,Summer
,,,,,,,6940,F,31,UK,1,Gold,6940,6180,521,203,Business,Completed,,,,,6940,22557,24,04/10/2025,09:15:00,,Autumn
,,,,,,,6941,M,23,UK,1,Gold,6941,1936,2966,1099,Business,No-show,,,,,6941,50331,8,18/06/2025,13:00:00,,Summer
,,,,,,,6942,F,46,UK,1,,6942,3824,3756,891,Business,Completed,,,,,6942,1129,38,04/03/2024,14:53:00,,Spring
,,,,,,,6943,M,43,USA,0,,6943,1714,1375,127,Economy,No-show,,,,,6943,22999,36,30/03/2025,10:09:00,,Spring
,,,,,,,6944,F,71,Israel,0,,6944,882,1278,180,Business,Completed,,,,,6944,74880,33,28/07/2025,12:27:00,,Summer
,,,,,,,6945,F,26,UK,1,Silver,6945,3627,2970,666,Business,Completed,,,,,6945,77013,5,01/06/2024,04:41:00,,Summer
,,,,,,,6946,F,29,France,1,,6946,5473,3547,515,Business,No-show,,,,,6946,63340,29,12/07/2024,11:00:00,,Summer
,,,,,,,6947,F,23,UK,0,,6947,2496,3930,1062,Business,No-show,,,,,6947,9140,7,14/10/2025,15:23:00,,Autumn
,,,,,,,6948,M,18,UK,1,,6948,4090,282,683,Economy,Completed,,,,,6948,46675,22,28/01/2024,16:35:00,,Winter
,,,,,,,6949,F,64,France,0,,6949,4328,3734,689,Business,Completed,,,,,6949,59853,31,23/07/2025,12:25:00,,Summer
,,,,,,,6950,M,62,Israel,0,,6950,5252,2466,888,Business,Completed,,,,,6950,61104,14,20/12/2024,01:26:00,,Winter
,,,,,,,6951,M,75,France,0,,6951,5596,2453,201,Business,Completed,,,,,6951,66000,36,07/12/2024,18:22:00,,Winter
,,,,,,,6952,F,33,France,1,,6952,7734,1482,237,Economy,Completed,,,,,6952,72728,9,10/01/2024,20:28:00,,Winter
,,,,,,,6953,F,35,France,0,,6953,2325,2738,656,Business,Completed,,,,,6953,63885,31,22/08/2025,13:10:00,,Summer
,,,,,,,6954,F,73,Israel,0,,6954,2412,1739,1022,Economy,Completed,,,,,6954,2816,1,26/09/2024,22:40:00,,Autumn
,,,,,,,6955,M,57,France,1,,6955,5210,1849,536,Economy,Completed,,,,,6955,95920,5,24/02/2025,21:17:00,,Winter
,,,,,,,6956,M,41,France,0,,6956,3670,3748,857,Business,Completed,,,,,6956,29964,8,19/06/2025,05:03:00,,Summer
,,,,,,,6957,M,49,Israel,1,,6957,5519,3148,795,Business,Completed,,,,,6957,2397,24,01/07/2025,23:23:00,,Summer
,,,,,,,6958,M,49,Israel,1,Silver,6958,5068,2492,1217,Business,Completed,,,,,6958,10713,21,12/12/2025,02:09:00,,Winter
,,,,,,,6959,F,24,France,0,,6959,5416,3873,1324,Business,Completed,,,,,6959,30250,35,11/02/2025,09:55:00,,Winter
,,,,,,,6960,M,57,UK,0,,6960,5370,3470,1230,Economy,Completed,,,,,6960,96926,6,25/10/2024,21:39:00,,Autumn
,,,,,,,6961,M,51,France,1,Gold,6961,7702,2722,955,Business,Completed,,,,,6961,21682,31,11/12/2025,09:17:00,,Winter
,,,,,,,6962,M,69,France,0,,6962,4020,1183,109,Economy,Completed,,,,,6962,60248,13,04/06/2025,14:58:00,,Summer
,,,,,,,6963,F,50,France,0,,6963,3343,197,1418,Business,Completed,,,,,6963,97987,16,13/08/2024,20:06:00,,Summer
,,,,,,,6964,M,75,Israel,1,Silver,6964,938,2439,244,Business,Completed,,,,,6964,71934,11,20/05/2024,21:31:00,,Spring
,,,,,,,6965,M,75,UK,1,,6965,1193,3100,638,Business,Cancelled,,,,,6965,57550,12,04/09/2025,22:25:00,,Autumn
,,,,,,,6966,M,70,France,1,,6966,1375,1005,576,Business,Completed,,,,,6966,5038,40,30/09/2024,01:17:00,,Autumn
,,,,,,,6967,F,58,Israel,0,,6967,6481,128,631,Business,Completed,,,,,6967,22727,11,12/06/2025,13:03:00,,Summer
,,,,,,,6968,M,28,UK,0,,6968,5121,2475,230,Business,Completed,,,,,6968,1370,24,18/12/2024,22:42:00,,Winter
,,,,,,,6969,M,58,Israel,1,,6969,7920,1189,1305,Economy,No-show,,,,,6969,11967,34,29/06/2024,11:13:00,,Summer
,,,,,,,6970,M,28,USA,0,,6970,4681,484,499,Economy,Completed,,,,,6970,63986,13,24/04/2025,03:57:00,,Spring
,,,,,,,6971,M,72,USA,1,Silver,6971,486,72,1018,Business,Cancelled,,,,,6971,83617,1,22/03/2024,19:17:00,,Spring
,,,,,,,6972,F,70,Israel,1,Gold,6972,7273,2135,1321,Economy,Completed,,,,,6972,10563,31,06/11/2024,20:15:00,,Autumn
,,,,,,,6973,F,24,UK,0,,6973,870,2274,1038,Economy,Cancelled,,,,,6973,3726,13,04/03/2025,22:59:00,,Spring
,,,,,,,6974,M,23,USA,1,Gold,6974,3116,1938,1042,Economy,Completed,,,,,6974,9663,7,03/12/2024,04:37:00,,Winter
,,,,,,,6975,F,36,France,1,Silver,6975,6851,2842,448,Business,Completed,,,,,6975,13306,40,21/07/2025,17:21:00,,Summer
,,,,,,,6976,F,28,Israel,1,,6976,5384,2416,163,Business,No-show,,,,,6976,49659,13,26/08/2025,08:43:00,,Summer
,,,,,,,6977,M,57,France,0,,6977,5040,2527,291,Economy,Completed,,,,,6977,86999,31,01/08/2025,02:59:00,,Summer
,,,,,,,6978,M,53,Israel,1,,6978,500,2555,570,Economy,Completed,,,,,6978,4364,37,22/02/2024,02:02:00,,Winter
,,,,,,,6979,M,49,Israel,0,,6979,760,2043,916,Business,Completed,,,,,6979,78077,0,27/06/2024,21:09:00,,Summer
,,,,,,,6980,M,25,UK,1,Gold,6980,4914,1692,417,Economy,Completed,,,,,6980,7547,1,18/02/2025,23:16:00,,Winter
,,,,,,,6981,M,67,UK,0,,6981,1244,1471,312,Business,Cancelled,,,,,6981,97559,35,02/12/2025,17:54:00,,Winter
,,,,,,,6982,M,18,France,1,Silver,6982,3946,1453,1473,Economy,Completed,,,,,6982,60306,19,29/08/2025,18:14:00,,Summer
,,,,,,,6983,M,21,Israel,0,,6983,4441,525,1319,Economy,Cancelled,,,,,6983,85024,1,04/09/2025,07:59:00,,Autumn
,,,,,,,6984,M,39,France,1,,6984,5335,3463,686,Business,Cancelled,,,,,6984,67248,34,15/08/2024,17:22:00,,Summer
,,,,,,,6985,M,56,USA,0,,6985,1725,547,359,Business,Completed,,,,,6985,38144,35,28/11/2024,01:23:00,,Autumn
,,,,,,,6986,F,38,UK,0,,6986,6474,557,952,Economy,Completed,,,,,6986,23442,17,18/12/2024,19:38:00,,Winter
,,,,,,,6987,F,47,France,0,,6987,5322,968,755,Economy,Cancelled,,,,,6987,44426,8,10/06/2024,09:24:00,,Summer
,,,,,,,6988,M,43,Israel,0,,6988,4306,3169,571,Business,Completed,,,,,6988,69636,7,11/02/2024,10:18:00,,Winter
,,,,,,,6989,F,41,France,1,Gold,6989,4346,2517,530,Business,No-show,,,,,6989,18551,34,08/12/2025,05:56:00,,Winter
,,,,,,,6990,F,71,USA,0,,6990,6642,1526,346,Economy,Completed,,,,,6990,85812,40,18/07/2024,13:35:00,,Summer
,,,,,,,6991,M,49,Israel,1,,6991,4717,1,778,Business,Completed,,,,,6991,68751,18,17/07/2024,10:46:00,,Summer
,,,,,,,6992,M,62,UK,0,,6992,2944,2789,1432,Business,Cancelled,,,,,6992,40771,30,11/04/2024,07:22:00,,Spring
,,,,,,,6993,F,57,USA,1,,6993,1287,75,1072,Business,Completed,,,,,6993,37628,34,27/11/2025,18:12:00,,Autumn
,,,,,,,6994,F,64,UK,0,,6994,2611,1040,825,Business,Completed,,,,,6994,55222,26,09/04/2025,08:42:00,,Spring
,,,,,,,6995,M,61,Israel,1,,6995,7241,1091,453,Business,Completed,,,,,6995,88045,13,15/06/2025,02:22:00,,Summer
,,,,,,,6996,M,30,France,1,,6996,6352,465,995,Economy,Cancelled,,,,,6996,27994,27,05/11/2025,03:11:00,,Autumn
,,,,,,,6997,F,49,USA,0,,6997,991,3716,1128,Business,Completed,,,,,6997,45211,3,07/09/2024,23:30:00,,Autumn
,,,,,,,6998,M,69,USA,0,,6998,2713,3098,344,Economy,Completed,,,,,6998,34018,10,13/05/2025,06:17:00,,Spring
,,,,,,,6999,M,20,France,0,,6999,5959,1896,334,Economy,Completed,,,,,6999,63812,12,22/02/2024,09:40:00,,Winter
,,,,,,,7000,M,20,UK,0,,7000,4068,1469,627,Business,Completed,,,,,7000,6079,7,24/06/2024,08:54:00,,Summer
,,,,,,,7001,F,22,USA,0,,7001,3953,3413,1455,Economy,Completed,,,,,7001,77625,26,28/08/2025,21:56:00,,Summer
,,,,,,,7002,M,38,France,1,Gold,7002,2695,3450,134,Economy,Completed,,,,,7002,19528,27,30/07/2025,17:12:00,,Summer
,,,,,,,7003,F,63,UK,0,,7003,1190,3112,234,Economy,Completed,,,,,7003,20081,0,14/09/2024,21:34:00,,Autumn
,,,,,,,7004,F,49,USA,0,,7004,2082,3698,325,Economy,No-show,,,,,7004,78674,21,10/10/2024,23:30:00,,Autumn
,,,,,,,7005,F,39,France,0,,7005,7025,675,1490,Business,Completed,,,,,7005,43122,12,14/02/2025,01:32:00,,Winter
,,,,,,,7006,F,48,UK,1,Platinum,7006,7272,3554,1100,Economy,Completed,,,,,7006,40902,29,01/01/2024,08:48:00,,Winter
,,,,,,,7007,F,31,USA,0,,7007,6215,2501,1366,Business,Cancelled,,,,,7007,67268,23,18/07/2024,19:37:00,,Summer
,,,,,,,7008,M,35,USA,1,,7008,397,759,1129,Business,Completed,,,,,7008,38646,16,03/07/2024,06:44:00,,Summer
,,,,,,,7009,F,60,France,0,,7009,2373,2313,1154,Economy,No-show,,,,,7009,20425,25,22/07/2024,13:59:00,,Summer
,,,,,,,7010,F,25,Israel,0,,7010,6360,1286,1361,Business,Completed,,,,,7010,23547,18,16/08/2025,19:32:00,,Summer
,,,,,,,7011,F,40,Israel,0,,7011,4293,3416,1099,Economy,Completed,,,,,7011,72283,19,04/08/2024,14:48:00,,Summer
,,,,,,,7012,M,44,Israel,0,,7012,4202,1421,1164,Economy,Completed,,,,,7012,70442,38,26/06/2024,21:30:00,,Summer
,,,,,,,7013,M,53,Israel,0,,7013,1099,153,1416,Economy,Completed,,,,,7013,21290,16,06/01/2025,07:01:00,,Winter
,,,,,,,7014,M,42,USA,1,,7014,1379,3562,692,Business,Completed,,,,,7014,64255,32,03/10/2025,07:51:00,,Autumn
,,,,,,,7015,F,66,France,0,,7015,5854,2204,630,Business,Completed,,,,,7015,72822,3,18/07/2024,14:52:00,,Summer
,,,,,,,7016,F,45,USA,0,,7016,5528,2139,1009,Economy,Completed,,,,,7016,45880,3,08/04/2024,09:06:00,,Spring
,,,,,,,7017,F,67,France,0,,7017,130,3990,102,Economy,Completed,,,,,7017,83923,0,22/09/2024,10:30:00,,Autumn
,,,,,,,7018,F,62,UK,0,,7018,6995,575,870,Economy,Completed,,,,,7018,60723,30,21/07/2025,17:17:00,,Summer
,,,,,,,7019,M,29,UK,0,,7019,527,3510,197,Business,Completed,,,,,7019,34470,0,09/03/2025,12:57:00,,Spring
,,,,,,,7020,F,65,UK,0,,7020,2660,2890,446,Economy,Completed,,,,,7020,90420,32,21/08/2025,06:03:00,,Summer
,,,,,,,7021,M,26,USA,0,,7021,2128,65,223,Business,Completed,,,,,7021,50722,7,13/12/2025,01:58:00,,Winter
,,,,,,,7022,M,71,Israel,0,,7022,885,3111,1387,Economy,Completed,,,,,7022,39577,37,10/08/2025,21:01:00,,Summer
,,,,,,,7023,M,52,UK,0,,7023,2702,1682,716,Business,Completed,,,,,7023,8614,4,25/04/2025,09:05:00,,Spring
,,,,,,,7024,M,26,Israel,1,Gold,7024,4358,1307,584,Business,Completed,,,,,7024,24368,17,28/12/2024,19:52:00,,Winter
,,,,,,,7025,F,48,Israel,0,,7025,1787,875,833,Economy,Completed,,,,,7025,72476,31,23/02/2024,08:41:00,,Winter
,,,,,,,7026,F,23,France,0,,7026,4049,2921,1206,Business,Completed,,,,,7026,57199,4,24/12/2025,10:33:00,,Winter
,,,,,,,7027,F,36,Israel,0,,7027,7376,3471,636,Business,Cancelled,,,,,7027,84489,29,14/10/2024,16:02:00,,Autumn
